,commit_hash,file_path,filename,action,changes
0,166eb699c75b60979c3713c1492f98150ccfcac4,processor/src/main/resources/org/mapstruct/ap/internal/model/BeanMappingMethod.ftl,BeanMappingMethod.ftl,5,"{'added': [(23, '        return<#if returnType.name != ""void""> <#if existingInstanceMapping>${resultName}<#if finalizerMethod??>.<@includeModel object=finalizerMethod /></#if><#else>null</#if></#if>;')], 'deleted': [(23, '        return<#if returnType.name != ""void""> null</#if>;')]}"
1,166eb699c75b60979c3713c1492f98150ccfcac4,processor/src/main/resources/org/mapstruct/ap/internal/model/IterableMappingMethod.ftl,IterableMappingMethod.ftl,5,"{'added': [(19, '            return<#if returnType.name != ""void""> <#if existingInstanceMapping>${resultName}<#else>null</#if></#if>;')], 'deleted': [(19, '            <#-- returned target type starts to miss-align here with target handed via param, TODO is this right? -->'), (20, '            return<#if returnType.name != ""void""> null</#if>;')]}"
2,166eb699c75b60979c3713c1492f98150ccfcac4,processor/src/main/resources/org/mapstruct/ap/internal/model/MapMappingMethod.ftl,MapMappingMethod.ftl,5,"{'added': [(19, '            return<#if returnType.name != ""void""> <#if existingInstanceMapping>${resultName}<#else>null</#if></#if>;')], 'deleted': [(19, '            return<#if returnType.name != ""void""> null</#if>;')]}"
3,166eb699c75b60979c3713c1492f98150ccfcac4,processor/src/main/resources/org/mapstruct/ap/internal/model/StreamMappingMethod.ftl,StreamMappingMethod.ftl,5,"{'added': [(20, '            return<#if returnType.name != ""void""> <#if existingInstanceMapping>${resultName}<#else>null</#if></#if>;')], 'deleted': [(20, '            <#-- returned target type starts to miss-align here with target handed via param, TODO is this right? -->'), (21, '            return<#if returnType.name != ""void""> null</#if>;')]}"
4,166eb699c75b60979c3713c1492f98150ccfcac4,processor/src/test/resources/fixtures/org/mapstruct/ap/test/array/ScienceMapperImpl.java,ScienceMapperImpl.java,5,"{'added': [(95, '            return target;')], 'deleted': [(95, '            return null;')]}"
5,166eb699c75b60979c3713c1492f98150ccfcac4,processor/src/test/resources/fixtures/org/mapstruct/ap/test/bugs/_913/DomainDtoWithNcvsAlwaysMapperImpl.java,DomainDtoWithNcvsAlwaysMapperImpl.java,5,"{'added': [(131, '            return target;')], 'deleted': [(131, '            return null;')]}"
6,166eb699c75b60979c3713c1492f98150ccfcac4,processor/src/test/resources/fixtures/org/mapstruct/ap/test/bugs/_913/DomainDtoWithNvmsNullMapperImpl.java,DomainDtoWithNvmsNullMapperImpl.java,5,"{'added': [(146, '            return target;')], 'deleted': [(146, '            return null;')]}"
7,166eb699c75b60979c3713c1492f98150ccfcac4,processor/src/test/resources/fixtures/org/mapstruct/ap/test/bugs/_913/DomainDtoWithPresenceCheckMapperImpl.java,DomainDtoWithPresenceCheckMapperImpl.java,5,"{'added': [(131, '            return target;')], 'deleted': [(131, '            return null;')]}"
8,166eb699c75b60979c3713c1492f98150ccfcac4,processor/src/test/resources/fixtures/org/mapstruct/ap/test/collection/defaultimplementation/SourceTargetMapperImpl.java,SourceTargetMapperImpl.java,5,"{'added': [(136, '            return targetFoos;')], 'deleted': [(136, '            return null;')]}"
9,80d26a1a9c0ce2a7c5312d9ed498ade8d5cdedc3,integrationtest/src/test/resources/defaultPackage/main/java/DefaultPackageObject.java,DefaultPackageObject.java,1,"{'added': [(1, '/*'), (2, ' * Copyright MapStruct Authors.'), (3, ' *'), (4, ' * Licensed under the Apache License version 2.0, available at http://www.apache.org/licenses/LICENSE-2.0'), (5, ' */'), (6, ''), (7, 'import org.mapstruct.Mapper;'), (8, 'import org.mapstruct.Mapping;'), (9, 'import org.mapstruct.factory.Mappers;'), (10, ''), (11, '/**'), (12, ' * @author Filip Hrisafov'), (13, ' */'), (14, 'public class DefaultPackageObject {'), (15, '    public enum CarType {'), (16, '        SEDAN, CAMPER, X4, TRUCK;'), (17, '    }'), (18, ''), (19, '    static public class Car {'), (20, ''), (21, '        private String make;'), (22, '        private int numberOfSeats;'), (23, '        private CarType type;'), (24, ''), (25, '        public Car(String string, int numberOfSeats, CarType sedan) {'), (26, '            this.make = string;'), (27, '            this.numberOfSeats = numberOfSeats;'), (28, '            this.type = sedan;'), (29, '        }'), (30, ''), (31, ''), (32, '        public String getMake() {'), (33, '            return make;'), (34, '        }'), (35, ''), (36, '        public void setMake(String make) {'), (37, '            this.make = make;'), (38, '        }'), (39, ''), (40, '        public int getNumberOfSeats() {'), (41, '            return numberOfSeats;'), (42, '        }'), (43, ''), (44, '        public void setNumberOfSeats(int numberOfSeats) {'), (45, '            this.numberOfSeats = numberOfSeats;'), (46, '        }'), (47, ''), (48, '        public CarType getType() {'), (49, '            return type;'), (50, '        }'), (51, ''), (52, '        public void setType(CarType type) {'), (53, '            this.type = type;'), (54, '        }'), (55, '    }'), (56, ''), (57, '    static public class CarDto {'), (58, ''), (59, '        private String make;'), (60, '        private int seatCount;'), (61, '        private String type;'), (62, ''), (63, '        public String getMake() {'), (64, '            return make;'), (65, '        }'), (66, ''), (67, '        public void setMake(String make) {'), (68, '            this.make = make;'), (69, '        }'), (70, ''), (71, '        public int getSeatCount() {'), (72, '            return seatCount;'), (73, '        }'), (74, ''), (75, '        public void setSeatCount(int seatCount) {'), (76, '            this.seatCount = seatCount;'), (77, '        }'), (78, ''), (79, '        public String getType() {'), (80, '            return type;'), (81, '        }'), (82, ''), (83, '        public void setType(String type) {'), (84, '            this.type = type;'), (85, '        }'), (86, '    }'), (87, ''), (88, ''), (89, '    @Mapper'), (90, '    public interface CarMapper {'), (91, ''), (92, '        CarMapper INSTANCE = Mappers.getMapper( CarMapper.class );'), (93, ''), (94, '        @Mapping(source = ""numberOfSeats"", target = ""seatCount"")'), (95, '        CarDto carToCarDto(Car car);'), (96, '    }'), (97, '}')], 'deleted': []}"
10,80d26a1a9c0ce2a7c5312d9ed498ade8d5cdedc3,integrationtest/src/test/resources/defaultPackage/pom.xml,pom.xml,1,"{'added': [(1, '<?xml version=""1.0"" encoding=""UTF-8""?>'), (2, '<!--'), (3, ''), (4, '    Copyright MapStruct Authors.'), (5, ''), (6, '    Licensed under the Apache License version 2.0, available at http://www.apache.org/licenses/LICENSE-2.0'), (7, ''), (8, '-->'), (9, '<project xmlns=""http://maven.apache.org/POM/4.0.0"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://maven.apache.org/POM/4.0.0 http://maven.apache.org/xsd/maven-4.0.0.xsd"">'), (10, '    <modelVersion>4.0.0</modelVersion>'), (11, ''), (12, '    <parent>'), (13, '        <groupId>org.mapstruct</groupId>'), (14, '        <artifactId>mapstruct-it-parent</artifactId>'), (15, '        <version>1.0.0</version>'), (16, '        <relativePath>../pom.xml</relativePath>'), (17, '    </parent>'), (18, ''), (19, '    <artifactId>defaultPackage</artifactId>'), (20, '    <packaging>jar</packaging>'), (21, '</project>')], 'deleted': []}"
11,80d26a1a9c0ce2a7c5312d9ed498ade8d5cdedc3,integrationtest/src/test/resources/defaultPackage/test/java/DefaultPackageTest.java,DefaultPackageTest.java,1,"{'added': [(1, '/*'), (2, ' * Copyright MapStruct Authors.'), (3, ' *'), (4, ' * Licensed under the Apache License version 2.0, available at http://www.apache.org/licenses/LICENSE-2.0'), (5, ' */'), (6, ''), (7, 'import org.junit.Test;'), (8, ''), (9, 'import static org.assertj.core.api.Assertions.assertThat;'), (10, ''), (11, '/**'), (12, ' * @author Filip Hrisafov'), (13, ' */'), (14, ''), (15, 'public class DefaultPackageTest {'), (16, ''), (17, '    @Test'), (18, '    public void shouldWorkCorrectlyInDefaultPackage() {'), (19, '        DefaultPackageObject.CarDto carDto = DefaultPackageObject.CarMapper.INSTANCE.carToCarDto('), (20, '            new DefaultPackageObject.Car('), (21, '                ""Morris"",'), (22, '                5,'), (23, '                DefaultPackageObject.CarType.SEDAN'), (24, '            ) );'), (25, ''), (26, '        assertThat( carDto ).isNotNull();'), (27, '        assertThat( carDto.getMake() ).isEqualTo( ""Morris"" );'), (28, '        assertThat( carDto.getSeatCount() ).isEqualTo( 5 );'), (29, '        assertThat( carDto.getType() ).isEqualTo( ""SEDAN"" );'), (30, '    }'), (31, '}')], 'deleted': []}"
