,commit_hash,file_path,filename,action,changes
0,96578e280a028dce51df756193ddb5d88ba3f04d,cachecloud-web/src/main/resources/static/wiki/troubleshooting/cachecloud.md,cachecloud.md,5,"{'added': [(11, ''), (13, ''), (21, ''), (23, ''), (34, ''), (36, ''), (40, ''), (42, ''), (45, 'CacheCloud版本2.1 新提供“应用导入功能”，实现全方位的redis实例托管，可参考：[""应用导入""](../../wiki/function/operation-import)。')], 'deleted': [(37, 'CacheCloud版本2.1 新提供“应用导入功能”，实现全方位的redis实例托管，可参考：[""应用导入""](../../wiki/function/operation-import)。')]}"
1,234c44b96099edc1e7dcea397c713fa80dbab45d,cachecloud-web/src/main/resources/static/wiki/quickstart/index.md,index.md,5,"{'added': [(74, '系统已有默认配置，如需更改，请参考 [系统配置说明](../access/config.md)。'), (146, '\tc.通过：等待应用部署成功后，在审批页点击”通过“，就此应用开通成功。用户接入使用可参考：[客户端接入文档](../access/client.md)。'), (156, '\t该功能支持将外部redis实例导入Cachecloud平台进行运维管理。具体操作参考：[应用导入](../../wiki/function/operation-import.md)')], 'deleted': [(74, '系统已有默认配置，如需更改，请参考 [系统配置说明](../access/config)。'), (146, '\tc.通过：等待应用部署成功后，在审批页点击”通过“，就此应用开通成功。用户接入使用可参考：[客户端接入文档](../access/client)。'), (156, '\t该功能支持将外部redis实例导入Cachecloud平台进行运维管理。具体操作参考：[应用导入](../../wiki/function/operation-import)')]}"
2,ae07c40316aedf3ec24e87498aad8c4c3b99b6b1,cachecloud-web/src/main/resources/static/wiki/quickstart/index.md,index.md,5,"{'added': [(21, 'a.下载war包：[cachecloud-web.war](http://122.9.1.235/redis-ecs/cachecloud-web.war)'), (74, '系统已有默认配置，如需更改，请参考 [系统配置说明](../access/config)。'), (146, '\tc.通过：等待应用部署成功后，在审批页点击”通过“，就此应用开通成功。用户接入使用可参考：[客户端接入文档](../access/client)。'), (156, '\t该功能支持将外部redis实例导入Cachecloud平台进行运维管理。具体操作参考：[应用导入](../../wiki/function/operation-import)')], 'deleted': [(21, 'a.下载war包：[cachecloud-web.war](http://47.97.112.178/redis-ecs/cachecloud-web.war)'), (74, '系统已有默认配置，如需更改，请参考 [系统配置说明](../access/config.md)。'), (146, '\tc.通过：等待应用部署成功后，在审批页点击”通过“，就此应用开通成功。用户接入使用可参考：[客户端接入文档](../access/client.md)。'), (156, '\t该功能支持将外部redis实例导入Cachecloud平台进行运维管理。具体操作参考：[应用导入](../../wiki/function/operations#cc1-3.md)')]}"
3,20913a5f7a262a1fc834e4b0e8ee4f7e3ffe2f77,cachecloud-web/src/main/resources/mapper/AppDataMigrateStatusDao.xml,AppDataMigrateStatusDao.xml,5,"{'added': [(76, '        <choose>'), (77, '            <when test=""appDataMigrateSearch.migrateId != null and appDataMigrateSearch.migrateId > 0"">'), (78, '                and migrate_id = #{appDataMigrateSearch.migrateId}'), (79, '            </when>'), (80, '        </choose>'), (149, ''), (150, '    <select id=""getByMigrateId"" resultType=""AppDataMigrateStatus"">'), (151, '        select id,'), (152, '        <include refid=""migrate_data_status_fields""/>'), (153, '        from app_data_migrate_status where migrate_id = #{migrateId}'), (154, '    </select>'), (155, '')], 'deleted': []}"
4,20913a5f7a262a1fc834e4b0e8ee4f7e3ffe2f77,cachecloud-web/src/main/resources/mapper/AppImportDao.xml,AppImportDao.xml,1,"{'added': [(1, '<?xml version=""1.0"" encoding=""UTF-8"" ?>'), (2, '<!DOCTYPE mapper PUBLIC ""-//mybatis.org//DTD Mapper 3.0//EN""'), (3, '        ""http://mybatis.org/dtd/mybatis-3-mapper.dtd"">'), (4, ''), (5, '<mapper namespace=""com.sohu.cache.dao.AppImportDao"">'), (6, '    <sql id=""columns"">'), (7, '    \tid,app_id,mem_size,source_type,redis_version_name,instance_info,redis_password,status,step,app_build_task_id,migrate_id'), (8, '    </sql>'), (9, ''), (10, '    <select id=""get"" resultType=""com.sohu.cache.entity.AppImport"">'), (11, '        select id,'), (12, '        <include refid=""columns""/>,create_time,update_time'), (13, '        from app_import'), (14, '        where id=#{id}'), (15, '    </select>'), (16, ''), (17, '    <insert id=""save"" parameterType=""AppImport"" keyProperty=""id"" useGeneratedKeys=""true"">'), (18, '        insert into app_import'), (19, '        (<include refid=""columns""/>)'), (20, '        values'), (21, '        (#{id},#{appId},#{memSize},#{sourceType},#{redisVersionName},#{instanceInfo},#{redisPassword},#{status},#{step},#{appBuildTaskId},#{migrateId})'), (22, '    </insert>'), (23, ''), (24, '    <update id=""update"" parameterType=""AppImport"">'), (25, '    \tupdate app_import'), (26, '    \t\tset app_id=#{appId},mem_size=#{memSize},source_type=#{sourceType}, redis_version_name=#{redisVersionName},instance_info=#{instanceInfo}, redis_password=#{redisPassword}, status=#{status}, step=#{step},app_build_task_id=#{appBuildTaskId}, migrate_id=#{migrateId}'), (27, '    \twhere id=#{id}'), (28, '    </update>'), (29, ''), (30, '    <select id=""getAppImports"" resultType=""AppImport"" parameterType=""int"">'), (31, '        select id,'), (32, '        <include refid=""columns""/>,create_time,update_time'), (33, '        from app_import where 1=1'), (34, '        <choose>'), (35, '            <when test=""status != null and status > -1"">'), (36, '                and status = #{status}'), (37, '            </when>'), (38, '        </choose>'), (39, '    </select>'), (40, '</mapper>')], 'deleted': []}"
5,20913a5f7a262a1fc834e4b0e8ee4f7e3ffe2f77,cachecloud-web/src/main/resources/spring/spring-quartz.xml,spring-quartz.xml,5,"{'added': [(275, '        <!-- 每小时执行一次 -->'), (276, '        <property name=""cronExpression"" value=""0 0 0/1 ? * *""/>')], 'deleted': [(275, '        <!-- 每天执行一次 -->'), (276, '        <property name=""cronExpression"" value=""0 0 12 * * ?""/>')]}"
6,20913a5f7a262a1fc834e4b0e8ee4f7e3ffe2f77,cachecloud-web/src/main/resources/static/img/function/appTool/idle-res.png,idle-res.png,1,"{'added': [], 'deleted': []}"
7,20913a5f7a262a1fc834e4b0e8ee4f7e3ffe2f77,cachecloud-web/src/main/resources/static/img/function/appTool/idle.png,idle.png,1,"{'added': [], 'deleted': []}"
8,20913a5f7a262a1fc834e4b0e8ee4f7e3ffe2f77,cachecloud-web/src/main/resources/static/img/function/appTool/index.png,index.png,1,"{'added': [], 'deleted': []}"
9,20913a5f7a262a1fc834e4b0e8ee4f7e3ffe2f77,cachecloud-web/src/main/resources/static/img/function/appTool/memory-res.png,memory-res.png,1,"{'added': [], 'deleted': []}"
